SEC24B,1.084674535
VAMP3,1.083786037
SRSF2,1.07116324
CCDC12,1.066964174
GTF2H4,1.064970466
PPFIA1,1.063674827
AP5B1,1.063209779
G3BP1,1.062850241
TIGD2,1.06255796
LRRC59,1.060390092
PSEN1,1.058902199
UFSP2,1.056756503
RPL23,1.055817716
GHDC,1.054631178
CIT,1.052436098
ROGDI,1.052289094
PTK2,1.048684816
PRKRA,1.048590232
GTF2I,1.046085936
SLC39A14,1.046062473
PIGT,1.045836324
FAM3C; WNT16,1.039136014
SMC5,1.039055254
TUBA1C,1.038834782
MSI1,1.038344024
GOLT1B,1.026446087
HMGXB4,1.024558219
C2orf47; MAIP1,1.022770977
CPSF4,1.01962998
RAB32,1.017224477
CBX8,1.016881962
FANCD2,1.016404756
TUBB3,1.016393498
SLC9A3R2,1.014824715
EXOC6B,1.010316918
SRGAP3,1.008496479
LUC7L3,1.00839386
ZFP91,1.007676792
WDR36,0.99683565
TAF2,0.996726425
TUBB4B,0.994566182
MSL3,0.994460031
VRK2,0.988878623
ARVCF,0.98828737
LONP2,0.987410278
CCNT1,0.984832065
PIAS1,0.981546478
PHF23,0.973137439
TINF2,0.968658367
COIL,0.96521859
TUBB4A,0.964908962
TAF5,0.964087139
ARMCX1,0.963626951
MAP1LC3B,0.963512262
CDC42EP1,0.960920005
YIPF4,0.959743269
PLCD3,0.959129483
RPL10A,0.957700268
PPP1R10,0.95095972
ZCRB1,0.950590648
ZHX2,0.950322037
SAMD1,0.949986756
EXT2,0.942434197
NIPSNAP1,0.93990838
PTRH2,0.937545679
AP3B1,0.934123604
NARG2; ICE2,0.933959704
SRSF5,0.931383283
SPTLC1,0.93093635
SRPK1,0.926920041
RPP25L,0.916899375
TFB1M,0.916810137
PLEC,0.916641335
UHRF1,0.909240004
CASK,0.905567185
UBQLN4,0.902682316
MRPS27,0.901955331
NUP50,0.901672782
RALA,0.900590628
GTPBP5; MTG2,0.898204355
THAP11,0.895538533
MCM2,0.895515952
POLE2,0.892620099
NUCB1,0.892484982
NXT1,0.890641397
UGT8,0.889559495
TUBA1A,0.874705552
CDK5RAP1,0.871842554
SYPL1,0.871637329
,0.868358874
GRK6,0.867926216
ARID1B,0.86442016
FLNA,0.862192832
AFF1,0.861265796
PRKAA1,0.860081731
DST,0.856498198
SCAF11,0.855818175
RAC1,0.85579556
DDX17,0.855122232
GTF2F1,0.854504978
ZW10,0.854235051
CLTCL1,0.85404835
STX7,0.853949755
RPL30,0.853183136
GIT2,0.852836975
ATP6AP1,0.841753445
GTSE1,0.837536249
TPST2,0.834877239
